Presure =1021.898681640625, Temperature =39.21569061279297, Humidity =17.36463165283203
Presure =1023.257568359375, Temperature =38.658966064453125, Humidity =17.757957458496094
Presure =1023.263427734375, Temperature =38.56617736816406, Humidity =17.544525146484375
Presure =1023.25341796875, Temperature =38.603294372558594, Humidity =17.815887451171875
Presure =1023.277099609375, Temperature =38.621849060058594, Humidity =17.635995864868164
Presure =1023.251708984375, Temperature =38.621849060058594, Humidity =17.803691864013672
Presure =1023.24755859375, Temperature =38.677520751953125, Humidity =17.693927764892578
Presure =1023.262451171875, Temperature =38.75175476074219, Humidity =17.65428924560547
Presure =1023.236328125, Temperature =38.677520751953125, Humidity =17.757957458496094
Presure =1023.241455078125, Temperature =38.677520751953125, Humidity =17.632946014404297
Presure =1023.234375, Temperature =38.58473587036133, Humidity =17.70612335205078
Presure =1023.24951171875, Temperature =38.69607925415039, Humidity =17.620750427246094
Presure =1023.246337890625, Temperature =38.714637756347656, Humidity =17.642093658447266
Presure =1023.285888671875, Temperature =38.56617736816406, Humidity =17.63904571533203
Presure =1023.28759765625, Temperature =38.58473587036133, Humidity =17.67563247680664
Presure =1023.31201171875, Temperature =38.54762268066406, Humidity =17.486591339111328
Presure =1023.28515625, Temperature =38.49195098876953, Humidity =17.72136878967285
Presure =1023.27783203125, Temperature =38.52906036376953, Humidity =17.529277801513672
Presure =1023.279541015625, Temperature =38.621849060058594, Humidity =17.678682327270508
Presure =1023.284423828125, Temperature =38.56617736816406, Humidity =17.75185775756836
Presure =1023.301025390625, Temperature =38.621849060058594, Humidity =17.800643920898438
Presure =1023.2900390625, Temperature =38.56617736816406, Humidity =18.925737380981445
Presure =1023.2802734375, Temperature =38.603294372558594, Humidity =16.706039428710938
Presure =1023.275390625, Temperature =38.714637756347656, Humidity =17.419513702392578
Presure =1023.27587890625, Temperature =38.69607925415039, Humidity =17.590259552001953
Presure =1023.295654296875, Temperature =38.658966064453125, Humidity =17.41036605834961
Presure =1023.30419921875, Temperature =38.658966064453125, Humidity =17.87991714477539
Presure =1023.294189453125, Temperature =38.677520751953125, Humidity =17.529277801513672
Presure =1023.319580078125, Temperature =38.677520751953125, Humidity =17.611602783203125
Presure =1023.308349609375, Temperature =38.603294372558594, Humidity =17.398170471191406
Presure =1023.294921875, Temperature =38.714637756347656, Humidity =17.459152221679688
Presure =1023.267822265625, Temperature =38.733192443847656, Humidity =17.754907608032227
Presure =1023.253173828125, Temperature =38.56617736816406, Humidity =17.779300689697266
Presure =1023.259765625, Temperature =38.677520751953125, Humidity =17.712221145629883
Presure =1023.246826171875, Temperature =38.69607925415039, Humidity =17.510986328125
Presure =1023.234130859375, Temperature =38.77030944824219, Humidity =17.51708221435547
Presure =1023.228759765625, Temperature =38.677520751953125, Humidity =17.71527099609375
Presure =1023.2470703125, Temperature =38.58473587036133, Humidity =17.596359252929688
Presure =1023.2734375, Temperature =38.733192443847656, Humidity =17.642093658447266
Presure =1023.27294921875, Temperature =38.603294372558594, Humidity =17.623798370361328
Presure =1023.2802734375, Temperature =38.658966064453125, Humidity =17.727466583251953
Presure =1023.259521484375, Temperature =38.621849060058594, Humidity =17.666484832763672
Presure =1023.23486328125, Temperature =38.64040756225586, Humidity =17.462200164794922
Presure =1023.265869140625, Temperature =38.658966064453125, Humidity =17.581111907958984
Presure =1023.232177734375, Temperature =38.64040756225586, Humidity =17.270111083984375
Presure =1023.271240234375, Temperature =38.603294372558594, Humidity =17.70612335205078
Presure =1023.25439453125, Temperature =38.58473587036133, Humidity =17.58416175842285
Presure =1023.270263671875, Temperature =38.58473587036133, Humidity =17.983585357666016
Presure =1023.261474609375, Temperature =38.677520751953125, Humidity =17.309749603271484
Presure =1023.2666015625, Temperature =38.78886795043945, Humidity =17.459152221679688
Presure =1023.25048828125, Temperature =38.56617736816406, Humidity =17.736614227294922
Presure =1023.30126953125, Temperature =38.658966064453125, Humidity =17.492691040039062
Presure =1023.279052734375, Temperature =38.733192443847656, Humidity =17.60855484008789
Presure =1023.29296875, Temperature =38.733192443847656, Humidity =17.498788833618164
Presure =1023.246337890625, Temperature =38.64040756225586, Humidity =17.7762508392334
Presure =1023.25634765625, Temperature =38.64040756225586, Humidity =17.66953468322754
Presure =1023.262451171875, Temperature =38.64040756225586, Humidity =17.657339096069336
Presure =1023.269287109375, Temperature =38.51050567626953, Humidity =17.605504989624023
Presure =1023.2421875, Temperature =38.436275482177734, Humidity =17.736614227294922
Presure =1023.265869140625, Temperature =38.64040756225586, Humidity =16.190753936767578
Presure =1023.251708984375, Temperature =38.658966064453125, Humidity =20.261215209960938
Presure =1023.27392578125, Temperature =38.603294372558594, Humidity =17.2426700592041
Presure =1023.274658203125, Temperature =38.621849060058594, Humidity =18.12384033203125
Presure =1023.2841796875, Temperature =38.69607925415039, Humidity =17.767105102539062
Presure =1023.2705078125, Temperature =38.69607925415039, Humidity =17.550621032714844
Presure =1023.2939453125, Temperature =38.733192443847656, Humidity =17.565868377685547
Presure =1023.289306640625, Temperature =38.677520751953125, Humidity =17.727466583251953
Presure =1023.28076171875, Temperature =38.78886795043945, Humidity =17.623798370361328
Presure =1023.262451171875, Temperature =38.603294372558594, Humidity =17.672584533691406
Presure =1023.281982421875, Temperature =38.49195098876953, Humidity =17.31889533996582
Presure =1023.317138671875, Temperature =38.64040756225586, Humidity =17.75185775756836
Presure =1023.33154296875, Temperature =38.64040756225586, Humidity =17.59330940246582
Presure =1023.265380859375, Temperature =38.733192443847656, Humidity =17.611602783203125
Presure =1023.296630859375, Temperature =38.621849060058594, Humidity =17.71527099609375
Presure =1023.272705078125, Temperature =38.69607925415039, Humidity =17.6451416015625
Presure =1023.273681640625, Temperature =38.52906036376953, Humidity =17.32804298400879
Presure =1023.2646484375, Temperature =38.621849060058594, Humidity =17.504886627197266
Presure =1023.282958984375, Temperature =38.58473587036133, Humidity =17.764055252075195
Presure =1023.26513671875, Temperature =38.58473587036133, Humidity =17.602455139160156
Presure =1023.260986328125, Temperature =38.75175476074219, Humidity =17.63904571533203
Presure =1023.24462890625, Temperature =38.64040756225586, Humidity =17.483543395996094
Presure =1023.298095703125, Temperature =38.621849060058594, Humidity =18.029319763183594
Presure =1023.263671875, Temperature =38.844539642333984, Humidity =17.1054630279541
Presure =1023.274658203125, Temperature =38.75175476074219, Humidity =17.47134780883789
Presure =1023.272216796875, Temperature =38.64040756225586, Humidity =18.64827537536621
Presure =1023.285888671875, Temperature =38.58473587036133, Humidity =18.70010757446289
Presure =1023.2626953125, Temperature =38.714637756347656, Humidity =17.712221145629883
Presure =1023.31103515625, Temperature =38.733192443847656, Humidity =17.818937301635742
Presure =1023.30078125, Temperature =38.658966064453125, Humidity =17.660388946533203
Presure =1023.277587890625, Temperature =38.69607925415039, Humidity =17.514034271240234
Presure =1023.298828125, Temperature =38.51050567626953, Humidity =17.45610237121582
Presure =1023.291015625, Temperature =38.78886795043945, Humidity =17.602455139160156
Presure =1023.278076171875, Temperature =38.714637756347656, Humidity =17.794544219970703
Presure =1023.263916015625, Temperature =38.658966064453125, Humidity =18.142135620117188
Presure =1023.30126953125, Temperature =38.677520751953125, Humidity =15.004678726196289
Presure =1023.307861328125, Temperature =38.52906036376953, Humidity =16.916423797607422
Presure =1023.305419921875, Temperature =38.64040756225586, Humidity =17.602455139160156
Presure =1023.28564453125, Temperature =38.677520751953125, Humidity =17.800643920898438
Presure =1023.306884765625, Temperature =38.714637756347656, Humidity =17.510986328125
Presure =1023.32373046875, Temperature =38.64040756225586, Humidity =17.788448333740234
Presure =1023.335205078125, Temperature =38.658966064453125, Humidity =17.61770248413086
Presure =1023.344482421875, Temperature =38.75175476074219, Humidity =17.65428924560547
Presure =1023.3349609375, Temperature =38.54762268066406, Humidity =17.602455139160156
Presure =1023.311767578125, Temperature =38.714637756347656, Humidity =17.590259552001953
Presure =1023.345458984375, Temperature =38.603294372558594, Humidity =17.846378326416016
Presure =1023.32421875, Temperature =38.714637756347656, Humidity =17.68478012084961
Presure =1023.33642578125, Temperature =38.69607925415039, Humidity =17.26706314086914
Presure =1023.350830078125, Temperature =38.677520751953125, Humidity =17.666484832763672
Presure =1023.329345703125, Temperature =38.78886795043945, Humidity =17.809791564941406
Presure =1023.328857421875, Temperature =38.677520751953125, Humidity =17.672584533691406
Presure =1023.334228515625, Temperature =38.77030944824219, Humidity =17.965290069580078
Presure =1023.345947265625, Temperature =38.733192443847656, Humidity =17.63904571533203
Presure =1023.345703125, Temperature =38.900211334228516, Humidity =17.321945190429688
Presure =1023.360595703125, Temperature =38.64040756225586, Humidity =17.486591339111328
Presure =1023.36181640625, Temperature =38.56617736816406, Humidity =17.767105102539062
Presure =1023.3623046875, Temperature =38.603294372558594, Humidity =17.398170471191406
Presure =1023.390869140625, Temperature =38.714637756347656, Humidity =17.72136878967285
Presure =1023.3427734375, Temperature =38.69607925415039, Humidity =17.651241302490234
Presure =1023.35693359375, Temperature =38.714637756347656, Humidity =17.666484832763672
Presure =1023.357421875, Temperature =38.69607925415039, Humidity =17.69087791442871
Presure =1023.376953125, Temperature =38.69607925415039, Humidity =17.483543395996094
Presure =1023.359375, Temperature =38.677520751953125, Humidity =19.93191909790039
Presure =1023.34619140625, Temperature =38.51050567626953, Humidity =18.77938461303711
Presure =1023.3583984375, Temperature =38.64040756225586, Humidity =17.565868377685547
Presure =1023.368408203125, Temperature =38.58473587036133, Humidity =17.632946014404297
Presure =1023.346435546875, Temperature =38.621849060058594, Humidity =17.54757308959961
Presure =1023.356201171875, Temperature =38.677520751953125, Humidity =17.559768676757812
Presure =1023.396240234375, Temperature =38.714637756347656, Humidity =17.635995864868164
Presure =1023.353515625, Temperature =38.51050567626953, Humidity =17.666484832763672
Presure =1023.369384765625, Temperature =38.51050567626953, Humidity =17.620750427246094
Presure =1023.3583984375, Temperature =38.658966064453125, Humidity =17.831134796142578
Presure =1023.341796875, Temperature =38.714637756347656, Humidity =17.526229858398438
Presure =1023.38232421875, Temperature =38.677520751953125, Humidity =17.581111907958984
Presure =1023.3603515625, Temperature =38.733192443847656, Humidity =17.50183868408203
Presure =1023.35888671875, Temperature =38.75175476074219, Humidity =17.85857391357422
Presure =1023.360595703125, Temperature =38.733192443847656, Humidity =17.44085693359375
Presure =1023.357177734375, Temperature =38.658966064453125, Humidity =17.532329559326172
Presure =1023.36279296875, Temperature =38.56617736816406, Humidity =17.712221145629883
Presure =1023.372802734375, Temperature =38.733192443847656, Humidity =17.687828063964844
Presure =1023.37841796875, Temperature =38.58473587036133, Humidity =17.459152221679688
Presure =1023.3662109375, Temperature =38.473388671875, Humidity =17.6451416015625
Presure =1023.34228515625, Temperature =38.58473587036133, Humidity =17.696975708007812
Presure =1023.34814453125, Temperature =38.52906036376953, Humidity =17.922603607177734
Presure =1023.371826171875, Temperature =38.621849060058594, Humidity =17.602455139160156
Presure =1023.34619140625, Temperature =38.603294372558594, Humidity =17.71527099609375
Presure =1023.350341796875, Temperature =38.658966064453125, Humidity =17.803691864013672
Presure =1023.35986328125, Temperature =38.64040756225586, Humidity =17.54757308959961
Presure =1023.369384765625, Temperature =38.52906036376953, Humidity =17.66953468322754
Presure =1023.3623046875, Temperature =38.714637756347656, Humidity =17.703075408935547
Presure =1023.384521484375, Temperature =38.658966064453125, Humidity =16.38589096069336
Presure =1023.40185546875, Temperature =38.603294372558594, Humidity =17.70002555847168
Presure =1023.401611328125, Temperature =38.56617736816406, Humidity =17.70002555847168
Presure =1023.431884765625, Temperature =38.658966064453125, Humidity =17.739662170410156
Presure =1023.400146484375, Temperature =38.64040756225586, Humidity =17.635995864868164
Presure =1023.427734375, Temperature =38.58473587036133, Humidity =17.761005401611328
Presure =1023.387939453125, Temperature =38.54762268066406, Humidity =17.754907608032227
Presure =1023.4365234375, Temperature =38.621849060058594, Humidity =17.620750427246094
Presure =1023.416259765625, Temperature =38.64040756225586, Humidity =17.77320098876953
Presure =1023.432373046875, Temperature =38.603294372558594, Humidity =17.72441864013672
Presure =1023.43603515625, Temperature =38.714637756347656, Humidity =17.68478012084961
Presure =1023.422119140625, Temperature =38.677520751953125, Humidity =17.81283950805664
Presure =1023.44140625, Temperature =38.677520751953125, Humidity =17.727466583251953
Presure =1023.433837890625, Temperature =38.733192443847656, Humidity =16.163311004638672
Presure =1023.426025390625, Temperature =38.733192443847656, Humidity =16.34015655517578
Presure =1023.453125, Temperature =38.64040756225586, Humidity =18.38300895690918
Presure =1023.43212890625, Temperature =38.677520751953125, Humidity =16.495655059814453
Presure =1023.456298828125, Temperature =38.80742645263672, Humidity =18.636077880859375
Presure =1023.450927734375, Temperature =38.714637756347656, Humidity =17.47134780883789
Presure =1023.487060546875, Temperature =38.733192443847656, Humidity =17.70002555847168
Presure =1023.50634765625, Temperature =38.733192443847656, Humidity =17.736614227294922
Presure =1023.466796875, Temperature =38.658966064453125, Humidity =17.718318939208984
Presure =1023.4833984375, Temperature =38.82598114013672, Humidity =17.392072677612305
Presure =1023.4716796875, Temperature =38.86309814453125, Humidity =17.498788833618164
Presure =1023.489013671875, Temperature =38.75175476074219, Humidity =17.599407196044922
Presure =1023.4697265625, Temperature =38.80742645263672, Humidity =17.373779296875
Presure =1023.491943359375, Temperature =38.69607925415039, Humidity =17.486591339111328
Presure =1023.49462890625, Temperature =38.733192443847656, Humidity =17.7762508392334
Presure =1023.46630859375, Temperature =38.58473587036133, Humidity =17.611602783203125
Presure =1023.501708984375, Temperature =38.658966064453125, Humidity =17.59330940246582
Presure =1023.506103515625, Temperature =38.844539642333984, Humidity =17.727466583251953
Presure =1023.47900390625, Temperature =38.658966064453125, Humidity =17.590259552001953
Presure =1023.469970703125, Temperature =38.69607925415039, Humidity =17.474395751953125
Presure =1023.46240234375, Temperature =38.677520751953125, Humidity =17.355484008789062
Presure =1023.49658203125, Temperature =38.78886795043945, Humidity =17.504886627197266
Presure =1023.466064453125, Temperature =38.75175476074219, Humidity =17.757957458496094
Presure =1023.450439453125, Temperature =38.714637756347656, Humidity =17.68478012084961
Presure =1023.46728515625, Temperature =38.77030944824219, Humidity =17.489643096923828
Presure =1023.471435546875, Temperature =38.714637756347656, Humidity =17.437808990478516
Presure =1023.467529296875, Temperature =38.80742645263672, Humidity =17.748809814453125
Presure =1023.468505859375, Temperature =38.75175476074219, Humidity =17.693927764892578
Presure =1023.470947265625, Temperature =38.658966064453125, Humidity =17.425613403320312
Presure =1023.447998046875, Temperature =38.621849060058594, Humidity =17.550621032714844
Presure =1023.462646484375, Temperature =38.77030944824219, Humidity =17.264013290405273
Presure =1023.48193359375, Temperature =38.621849060058594, Humidity =17.43475914001465
Presure =1023.4404296875, Temperature =38.603294372558594, Humidity =17.529277801513672
Presure =1023.451416015625, Temperature =38.75175476074219, Humidity =17.581111907958984
Presure =1023.48046875, Temperature =38.714637756347656, Humidity =17.492691040039062
Presure =1023.47265625, Temperature =38.714637756347656, Humidity =17.72136878967285
Presure =1023.481689453125, Temperature =38.78886795043945, Humidity =17.520132064819336
Presure =1023.4677734375, Temperature =38.77030944824219, Humidity =17.532329559326172
Presure =1023.4638671875, Temperature =38.78886795043945, Humidity =17.57196617126465
Presure =1023.4794921875, Temperature =38.621849060058594, Humidity =17.5079345703125
Presure =1023.46533203125, Temperature =38.658966064453125, Humidity =17.642093658447266
Presure =1023.46533203125, Temperature =38.677520751953125, Humidity =17.651241302490234
Presure =1023.466552734375, Temperature =38.77030944824219, Humidity =17.57196617126465
Presure =1023.478515625, Temperature =38.677520751953125, Humidity =15.998663902282715
Presure =1023.51904296875, Temperature =38.658966064453125, Humidity =18.02627182006836
Presure =1023.515380859375, Temperature =38.69607925415039, Humidity =17.663436889648438
Presure =1023.504150390625, Temperature =38.58473587036133, Humidity =17.709171295166016
Presure =1023.496337890625, Temperature =38.69607925415039, Humidity =17.678682327270508
Presure =1023.489013671875, Temperature =38.49195098876953, Humidity =17.7823486328125
Presure =1023.496337890625, Temperature =38.52906036376953, Humidity =17.748809814453125
Presure =1023.45849609375, Temperature =38.733192443847656, Humidity =17.61770248413086
Presure =1023.4931640625, Temperature =38.58473587036133, Humidity =17.544525146484375
Presure =1023.465087890625, Temperature =38.714637756347656, Humidity =17.385974884033203
Presure =1023.50048828125, Temperature =38.621849060058594, Humidity =17.446956634521484
Presure =1023.51953125, Temperature =38.658966064453125, Humidity =17.962242126464844
Presure =1023.4794921875, Temperature =38.58473587036133, Humidity =15.050413131713867
Presure =1023.47265625, Temperature =38.69607925415039, Humidity =17.416465759277344
Presure =1023.494384765625, Temperature =38.621849060058594, Humidity =17.71527099609375
Presure =1023.49267578125, Temperature =38.64040756225586, Humidity =17.75185775756836
Presure =1023.504150390625, Temperature =38.621849060058594, Humidity =17.614652633666992
Presure =1023.52685546875, Temperature =38.58473587036133, Humidity =17.56891632080078
Presure =1023.515625, Temperature =38.658966064453125, Humidity =17.696975708007812
Presure =1023.490478515625, Temperature =38.69607925415039, Humidity =17.687828063964844
Presure =1023.51416015625, Temperature =38.733192443847656, Humidity =17.474395751953125
Presure =1023.531982421875, Temperature =38.82598114013672, Humidity =17.648191452026367
Presure =1023.518310546875, Temperature =38.75175476074219, Humidity =17.50183868408203
Presure =1023.52001953125, Temperature =38.51050567626953, Humidity =17.373779296875
Presure =1023.54443359375, Temperature =38.603294372558594, Humidity =17.727466583251953
Presure =1023.525146484375, Temperature =38.621849060058594, Humidity =17.70002555847168
Presure =1023.539794921875, Temperature =38.658966064453125, Humidity =17.614652633666992
Presure =1023.52880859375, Temperature =38.603294372558594, Humidity =17.58721160888672
Presure =1023.518310546875, Temperature =38.603294372558594, Humidity =17.67563247680664
Presure =1023.5380859375, Temperature =38.677520751953125, Humidity =17.526229858398438
Presure =1023.5107421875, Temperature =38.64040756225586, Humidity =17.346336364746094
Presure =1023.5283203125, Temperature =38.86309814453125, Humidity =17.309749603271484
Presure =1023.5009765625, Temperature =38.677520751953125, Humidity =17.642093658447266
Presure =1023.534423828125, Temperature =38.844539642333984, Humidity =17.632946014404297
Presure =1023.494140625, Temperature =38.75175476074219, Humidity =17.635995864868164
Presure =1023.501708984375, Temperature =38.714637756347656, Humidity =17.953094482421875
Presure =1023.49853515625, Temperature =38.77030944824219, Humidity =17.526229858398438
Presure =1023.505126953125, Temperature =38.77030944824219, Humidity =17.696975708007812
Presure =1023.52734375, Temperature =38.77030944824219, Humidity =17.59330940246582
Presure =1023.523193359375, Temperature =38.733192443847656, Humidity =17.157297134399414
Presure =1023.53955078125, Temperature =38.714637756347656, Humidity =17.651241302490234
Presure =1023.56640625, Temperature =38.714637756347656, Humidity =17.43475914001465
Presure =1023.551025390625, Temperature =38.677520751953125, Humidity =17.727466583251953
Presure =1023.53125, Temperature =38.603294372558594, Humidity =17.623798370361328
Presure =1023.523681640625, Temperature =38.77030944824219, Humidity =17.553672790527344
Presure =1023.542236328125, Temperature =38.75175476074219, Humidity =17.80674171447754
Presure =1023.5419921875, Temperature =38.733192443847656, Humidity =17.7762508392334
Presure =1023.545654296875, Temperature =38.78886795043945, Humidity =17.553672790527344
Presure =1023.52197265625, Temperature =38.78886795043945, Humidity =17.703075408935547
Presure =1023.54833984375, Temperature =38.75175476074219, Humidity =17.43475914001465
Presure =1023.518798828125, Temperature =38.677520751953125, Humidity =17.730514526367188
Presure =1023.525634765625, Temperature =38.75175476074219, Humidity =17.678682327270508
Presure =1023.521484375, Temperature =38.658966064453125, Humidity =17.45610237121582
Presure =1023.5380859375, Temperature =38.621849060058594, Humidity =17.663436889648438
Presure =1023.542724609375, Temperature =38.64040756225586, Humidity =17.79759407043457
Presure =1023.52001953125, Temperature =38.603294372558594, Humidity =17.71527099609375
Presure =1023.531494140625, Temperature =38.714637756347656, Humidity =17.581111907958984
Presure =1023.512939453125, Temperature =38.75175476074219, Humidity =16.175506591796875
Presure =1023.555908203125, Temperature =38.56617736816406, Humidity =17.081069946289062
Presure =1023.538818359375, Temperature =38.69607925415039, Humidity =17.882966995239258
Presure =1023.5732421875, Temperature =38.69607925415039, Humidity =17.70612335205078
Presure =1023.57080078125, Temperature =38.77030944824219, Humidity =17.57806396484375
Presure =1023.533935546875, Temperature =38.733192443847656, Humidity =17.709171295166016
Presure =1023.545654296875, Temperature =38.64040756225586, Humidity =17.635995864868164
Presure =1023.56689453125, Temperature =38.677520751953125, Humidity =17.58416175842285
Presure =1023.5419921875, Temperature =38.69607925415039, Humidity =17.742712020874023
Presure =1023.524658203125, Temperature =38.78886795043945, Humidity =17.75185775756836
Presure =1023.55078125, Temperature =38.658966064453125, Humidity =17.70002555847168
Presure =1023.517333984375, Temperature =38.52906036376953, Humidity =17.629898071289062
Presure =1023.523681640625, Temperature =38.733192443847656, Humidity =17.663436889648438
Presure =1023.551025390625, Temperature =38.733192443847656, Humidity =17.681732177734375
Presure =1023.55908203125, Temperature =38.621849060058594, Humidity =17.65428924560547
Presure =1023.5380859375, Temperature =38.621849060058594, Humidity =17.642093658447266
Presure =1023.541259765625, Temperature =38.80742645263672, Humidity =17.92870330810547
Presure =1023.540771484375, Temperature =38.677520751953125, Humidity =17.785398483276367
Presure =1023.52978515625, Temperature =38.77030944824219, Humidity =17.92870330810547
Presure =1023.53515625, Temperature =38.733192443847656, Humidity =17.626848220825195
Presure =1023.521728515625, Temperature =38.69607925415039, Humidity =17.605504989624023
Presure =1023.54345703125, Temperature =38.69607925415039, Humidity =17.57806396484375
Presure =1023.554443359375, Temperature =38.77030944824219, Humidity =17.794544219970703
Presure =1023.544189453125, Temperature =38.69607925415039, Humidity =17.60855484008789
Presure =1023.540283203125, Temperature =38.58473587036133, Humidity =17.56891632080078
Presure =1023.53564453125, Temperature =38.733192443847656, Humidity =17.40427017211914
Presure =1023.541015625, Temperature =38.733192443847656, Humidity =17.532329559326172
Presure =1023.515869140625, Temperature =38.621849060058594, Humidity =17.596359252929688
Presure =1023.511962890625, Temperature =38.58473587036133, Humidity =17.581111907958984
Presure =1023.5126953125, Temperature =38.658966064453125, Humidity =17.373779296875
Presure =1023.51708984375, Temperature =38.69607925415039, Humidity =17.785398483276367
Presure =1023.508056640625, Temperature =38.603294372558594, Humidity =17.623798370361328
Presure =1023.511962890625, Temperature =38.78886795043945, Humidity =17.803691864013672
Presure =1023.538330078125, Temperature =38.658966064453125, Humidity =17.453052520751953
Presure =1023.53955078125, Temperature =38.82598114013672, Humidity =17.599407196044922
Presure =1023.543212890625, Temperature =38.77030944824219, Humidity =17.590259552001953
Presure =1023.531982421875, Temperature =38.78886795043945, Humidity =17.422561645507812
Presure =1023.528564453125, Temperature =38.69607925415039, Humidity =17.809791564941406
Presure =1023.535888671875, Temperature =38.75175476074219, Humidity =19.24893569946289
Presure =1023.5283203125, Temperature =38.621849060058594, Humidity =17.306699752807617
Presure =1023.530517578125, Temperature =38.714637756347656, Humidity =16.837148666381836
Presure =1023.54150390625, Temperature =38.844539642333984, Humidity =16.431625366210938
Presure =1023.524658203125, Temperature =38.714637756347656, Humidity =17.489643096923828
Presure =1023.556884765625, Temperature =38.80742645263672, Humidity =17.29755210876465
Presure =1023.555908203125, Temperature =38.69607925415039, Humidity =17.727466583251953
Presure =1023.53076171875, Temperature =38.58473587036133, Humidity =17.70612335205078
Presure =1023.51611328125, Temperature =38.69607925415039, Humidity =17.614652633666992
Presure =1023.5439453125, Temperature =38.677520751953125, Humidity =17.611602783203125
Presure =1023.54150390625, Temperature =38.56617736816406, Humidity =17.358531951904297
Presure =1023.54931640625, Temperature =38.52906036376953, Humidity =17.553672790527344
Presure =1023.544677734375, Temperature =38.714637756347656, Humidity =17.370729446411133
Presure =1023.553466796875, Temperature =38.56617736816406, Humidity =17.57806396484375
Presure =1023.558837890625, Temperature =38.677520751953125, Humidity =17.849428176879883
Presure =1023.579833984375, Temperature =38.69607925415039, Humidity =17.51708221435547
Presure =1023.6015625, Temperature =38.714637756347656, Humidity =17.58721160888672
Presure =1023.600341796875, Temperature =38.54762268066406, Humidity =17.69087791442871
Presure =1023.5830078125, Temperature =38.75175476074219, Humidity =17.510986328125
Presure =1023.603271484375, Temperature =38.733192443847656, Humidity =17.614652633666992
Presure =1023.61181640625, Temperature =38.78886795043945, Humidity =17.867721557617188
Presure =1023.667236328125, Temperature =38.658966064453125, Humidity =16.593225479125977
Presure =1023.67236328125, Temperature =38.69607925415039, Humidity =17.498788833618164
Presure =1023.626953125, Temperature =38.714637756347656, Humidity =17.70002555847168
Presure =1023.626708984375, Temperature =38.733192443847656, Humidity =17.620750427246094
Presure =1023.617431640625, Temperature =38.69607925415039, Humidity =17.559768676757812
Presure =1023.63330078125, Temperature =38.82598114013672, Humidity =17.648191452026367
Presure =1023.627685546875, Temperature =38.77030944824219, Humidity =17.544525146484375
Presure =1023.6376953125, Temperature =38.714637756347656, Humidity =17.483543395996094
Presure =1023.63623046875, Temperature =38.77030944824219, Humidity =17.215229034423828
Presure =1023.629150390625, Temperature =38.69607925415039, Humidity =17.526229858398438
Presure =1023.64453125, Temperature =38.733192443847656, Humidity =17.767105102539062
Presure =1023.64013671875, Temperature =38.58473587036133, Humidity =17.72441864013672
Presure =1023.65185546875, Temperature =38.54762268066406, Humidity =17.251815795898438
Presure =1023.604736328125, Temperature =38.49195098876953, Humidity =17.58721160888672
Presure =1023.610107421875, Temperature =38.677520751953125, Humidity =17.599407196044922
Presure =1023.60498046875, Temperature =38.56617736816406, Humidity =17.541475296020508
Presure =1023.611083984375, Temperature =38.714637756347656, Humidity =17.956144332885742
Presure =1023.6318359375, Temperature =38.51050567626953, Humidity =17.556720733642578
Presure =1023.616943359375, Temperature =38.54762268066406, Humidity =17.620750427246094
Presure =1023.632568359375, Temperature =38.69607925415039, Humidity =18.007976531982422
Presure =1023.629150390625, Temperature =38.49195098876953, Humidity =17.532329559326172
Presure =1023.64013671875, Temperature =38.658966064453125, Humidity =17.58721160888672
Presure =1023.6181640625, Temperature =38.677520751953125, Humidity =17.69087791442871
Presure =1023.635009765625, Temperature =38.56617736816406, Humidity =17.693927764892578
Presure =1023.63525390625, Temperature =38.658966064453125, Humidity =17.529277801513672
Presure =1023.61669921875, Temperature =38.714637756347656, Humidity =17.635995864868164
Presure =1023.630126953125, Temperature =38.64040756225586, Humidity =17.651241302490234
Presure =1023.637939453125, Temperature =38.54762268066406, Humidity =17.660388946533203
Presure =1023.638427734375, Temperature =38.603294372558594, Humidity =17.56891632080078
Presure =1023.651123046875, Temperature =38.64040756225586, Humidity =17.68478012084961
Presure =1023.631103515625, Temperature =38.54762268066406, Humidity =17.730514526367188
Presure =1023.638427734375, Temperature =38.733192443847656, Humidity =17.69087791442871
Presure =1023.625244140625, Temperature =38.621849060058594, Humidity =17.498788833618164
Presure =1023.640625, Temperature =38.69607925415039, Humidity =17.657339096069336
Presure =1023.626708984375, Temperature =38.64040756225586, Humidity =17.648191452026367
Presure =1023.636474609375, Temperature =38.52906036376953, Humidity =17.425613403320312
Presure =1023.624755859375, Temperature =38.603294372558594, Humidity =17.962242126464844
Presure =1023.6416015625, Temperature =38.64040756225586, Humidity =17.44085693359375
Presure =1023.63330078125, Temperature =38.75175476074219, Humidity =17.425613403320312
Presure =1023.634765625, Temperature =38.75175476074219, Humidity =17.514034271240234
Presure =1023.624755859375, Temperature =38.56617736816406, Humidity =17.614652633666992
Presure =1023.640380859375, Temperature =38.64040756225586, Humidity =17.660388946533203
Presure =1023.63623046875, Temperature =38.82598114013672, Humidity =17.693927764892578
Presure =1023.632568359375, Temperature =38.86309814453125, Humidity =17.651241302490234
Presure =1023.626708984375, Temperature =38.64040756225586, Humidity =16.58102798461914
Presure =1023.630859375, Temperature =38.658966064453125, Humidity =17.72441864013672
Presure =1023.630615234375, Temperature =38.78886795043945, Humidity =17.75185775756836
Presure =1023.697021484375, Temperature =38.844539642333984, Humidity =17.72136878967285
